epoch,loss,accuracy,wf1,uar,lr,time_epoch_sec,drop_audio_rate,drop_text_rate
1,1.5141048211237176,0.5463836801978158,0.5519377443604236,0.49512510087730327,0.0005,43.064890625,0.17903702177347344,0.1805343773610825
2,1.1769346186335052,0.6929459440895666,0.7026234108720364,0.6550056197450731,0.0005,14.5312822265625,0.1812487121368226,0.17855621952057146
3,1.0713120994794516,0.7393090184765437,0.7484638734370584,0.7047109143020224,0.0005,16.182833984375,0.18075417267669483,0.18071296105501752
4,1.0211322698728078,0.7605467408475857,0.7685586224437461,0.7292312048577045,0.0005,16.0140390625,0.18245758637269044,0.18087780754172678
5,0.989851008500443,0.7741740504155505,0.781807901833949,0.7451682050847463,0.0005,15.73879296875,0.17796551960986332,0.17942166357579503
6,0.9730432368960794,0.7836115117796552,0.7901751781117987,0.757220376394766,0.0005,15.6075078125,0.17938045195411773,0.18293838862559242
7,0.9541886675840092,0.7909059688165396,0.7976417719479847,0.7666045560171061,0.0005,16.145326171875,0.17786935915928292,0.17987499141424548
8,0.9356436990579657,0.7997115186482588,0.8058591446859629,0.7768097684874784,0.0005,16.361595703125,0.18072669826224327,0.17870732880005494
9,0.9179495047930137,0.8068273919912082,0.8133711714353434,0.7842429161222059,0.0005,16.48374609375,0.18089154474895253,0.17791057078096023
10,0.9013211180330412,0.8138333676763514,0.8194615088004094,0.7923545711619545,0.00025,17.592419921875,0.17884470087231266,0.18085033312727522
11,0.8447681177439488,0.8396867916752524,0.8449594955703061,0.8201015464275627,0.00025,18.313232421875,0.18139982141630606,0.17942166357579503
12,0.8182599836755351,0.8519815921423175,0.8570304108611494,0.8353388715677065,0.00025,19.560298828125,0.1816196167319184,0.18255374682327083
13,0.7984024691413053,0.8614190535064221,0.866078410075689,0.8470033021990588,0.000125,18.73277734375,0.18174325159695034,0.1776907754653479
14,0.7599224977215221,0.8806374064152758,0.8846275998953657,0.868992319524856,0.000125,10.899384765625,0.17889964970121575,0.1801909471804382
15,0.7364903067173445,0.8909540490418298,0.894956631444247,0.881087173777276,0.000125,10.059685546875,0.18107012844288756,0.18083659592004944
16,0.7148365176545287,0.9004327220276118,0.9044096129718802,0.8918991189018259,6.25e-05,10.9105029296875,0.18358403736520365,0.1796826705130847
17,0.6953504069279377,0.9108317878975204,0.9147716125265685,0.9016976289881892,6.25e-05,11.68903125,0.1819493097053369,0.1801497355587609
